Time	Acetylene Concentration Relative to CO	Ethylene Concentration Relative to CO	Ethane Concentration Relative to CO	ethanol Concentration Relative to CO
898.781	1.2252248723935577e-11	4.0777752706778027e-11	5.585043401797253e-11	4.3810956938742434e-11
904.187	1.238685549246004e-11	4.122653760404217e-11	5.651540116084521e-11	4.4324770934919106e-11
909.594	1.4104308828595334e-09	6.1705775202049565e-09	1.009459880952203e-08	8.10847890760875e-09
915.0	1.3997574504555638e-08	5.0519885513167623e-08	8.292957395607228e-08	6.409457961012769e-08
920.406	7.034992199412425e-09	2.5419444720186412e-08	4.174116341256248e-08	3.226767394652095e-08
925.297	8.006541909854634e-09	2.8970914554447433e-08	4.827263514211045e-08	3.726298114225328e-08
929.594	4.161906594037822e-09	1.3905257376019532e-08	2.144284761823222e-08	1.6461381177601646e-08
933.875	8.401499050288467e-09	3.1497457543523523e-08	5.0947323860770445e-08	3.9902634879110805e-08
938.297	8.080903132303754e-09	2.863169228789691e-08	4.668326941039747e-08	3.6033148577118616e-08
942.734	4.621335478201985e-09	1.7014753165156672e-08	2.7999506555512097e-08	2.1799620411721984e-08
947.094	6.294852511694923e-09	2.272485012694681e-08	3.698521434329993e-08	2.8645782937228378e-08
951.594	2.7665313181537912e-09	9.913859704490749e-09	1.600598354474364e-08	1.2373156682795111e-08
956.125	1.0179688494066718e-09	3.6394688484825774e-09	5.915756104611103e-09	4.573142097727274e-09
960.844	3.7577622799343047e-10	1.3445294558992715e-09	2.1572622248957975e-09	1.6725215510179928e-09
965.719	1.3222538028847933e-10	4.719309785647653e-10	7.477160851851552e-10	5.801966421346828e-10
970.687	4.8043794490176635e-11	1.69954531171615e-10	2.713875855520672e-10	2.103862333089732e-10
975.797	2.1145017597412013e-11	7.292693974786187e-11	1.1118269335867363e-10	8.669368780589239e-11
981.062	1.4304762102481945e-11	4.8058079703701194e-11	6.799739133464111e-11	5.296527632415131e-11
986.391	1.302464791519256e-11	4.3319012856419816e-11	5.934489857620733e-11	4.6502574685677766e-11
991.734	1.2734288813910711e-11	4.2341844009536686e-11	5.812823982871235e-11	4.558534174592918e-11
997.156	1.2718938775226978e-11	4.2257157122836985e-11	5.780460173110558e-11	4.532926491337349e-11
1002.56	1.2600480772824645e-11	4.1863219737783464e-11	5.723125225820275e-11	4.488536353362241e-11
1007.97	1.2592750000525258e-11	4.1840210796227384e-11	5.714794964939617e-11	4.4827727305949695e-11
1013.37	1.2540664237653308e-11	4.168302880915015e-11	5.690730612753212e-11	4.4648393318632155e-11
1018.78	1.2474347353319218e-11	4.1471096636172886e-11	5.6610342484654074e-11	4.442015415875908e-11
1024.2	1.2485811247051465e-11	4.150017508158503e-11	5.6628171505874084e-11	4.443452951832338e-11
1029.61	1.2448247259359955e-11	4.137772066788984e-11	5.647338639506669e-11	4.4311864404190436e-11
1035.02	1.2377726951086208e-11	4.113949694605835e-11	5.6118927163207204e-11	4.4036768039903735e-11
1040.42	1.232981665616557e-11	4.100102553972389e-11	5.605304823307171e-11	4.397402397378291e-11
1045.83	1.2431877628145643e-11	4.133623365551675e-11	5.655177383702591e-11	4.435801534896595e-11
1051.23	1.2311828328360677e-11	4.092799009086058e-11	5.5861813298245225e-11	4.383433764208123e-11
1056.66	1.2255954384871793e-11	4.076603697895982e-11	5.56007800921887e-11	4.364373946995321e-11
1062.06	1.2275977416654336e-11	4.08077245382622e-11	5.5630364296850626e-11	4.366197086864839e-11
1067.47	1.2224450156027295e-11	4.064218031707904e-11	5.539924916799513e-11	4.348274103570477e-11
1072.87	1.2177842752149171e-11	4.0497712528035035e-11	5.5235129806995946e-11	4.335330873014677e-11
1078.28	1.2240799927562179e-11	4.0690012640912035e-11	5.55287864165747e-11	4.357504905847553e-11
1083.7	1.2157740618786743e-11	4.0427603696472836e-11	5.514188028807533e-11	4.327959071406781e-11
1089.11	1.2151272650161564e-11	4.044324217487726e-11	5.51487039023249e-11	4.3296826851261176e-11
