Time	Acetylene Concentration Relative to CO	Ethylene Concentration Relative to CO	Ethane Concentration Relative to CO	Ethanol Concentration Relative to CO
898.781	5.377122825963403e-12	-2.437693615249486e-10	7.240538237538254e-10	-3.300516911463868e-10
904.187	5.454319979508125e-12	-2.4670976284510497e-10	7.318785035997036e-10	-3.3346493061580685e-10
909.594	5.5433224530147596e-12	-2.4397305797854907e-10	7.224109932475902e-10	-3.293083925424399e-10
915.0	-1.0688023122469706e-10	-3.5310537342851525e-09	1.6257517382748173e-08	1.587687782493301e-10
920.406	-2.4047049530625104e-10	-2.4874263762977484e-09	1.2857469001998734e-07	-2.2031480184499914e-09
925.297	-3.9018980762145874e-11	-6.308348593546377e-10	1.6814533537082054e-07	-2.5071718978308755e-09
929.594	-7.223585610197568e-11	1.1237468400435305e-09	1.7782200954102882e-07	-1.17764392242541e-09
933.875	7.871780827068891e-11	-5.571406274107838e-10	1.8626106310527872e-07	-1.5876464427429963e-09
938.297	2.080661048451184e-11	4.0770993481561856e-09	1.2915240559759586e-07	-1.9118470829977195e-09
942.734	-7.10197747927894e-11	2.311048908169583e-09	5.161283584787095e-08	-7.666506074057943e-10
947.094	2.00184572069212e-11	5.848166201370002e-10	1.9192821665822167e-08	-5.069216057376733e-10
951.594	2.2991068710506457e-11	2.5552582667516762e-11	7.35515547811804e-09	-3.4114594451673083e-10
956.125	7.146875445182901e-12	-1.3083617009762715e-10	3.0573821046792e-09	-3.3277839754418515e-10
960.844	1.0375932949704753e-11	-2.2551908137608236e-10	1.5949595296589272e-09	-3.5081071686581514e-10
965.719	6.014129563347563e-12	-2.407486442270125e-10	1.0586370412706806e-09	-3.483047391457969e-10
970.687	6.10496995835385e-12	-2.510162843972587e-10	8.721341599140533e-10	-3.457701698344645e-10
975.797	5.352247067245237e-12	-2.51487674632457e-10	8.034699155591268e-10	-3.447024074344275e-10
981.062	7.553173973322714e-12	-2.5729512828683533e-10	7.814181993029479e-10	-3.4149481272518577e-10
986.391	5.989815381736071e-12	-2.520450130826556e-10	7.665860963968542e-10	-3.410199186430321e-10
991.734	5.818364310430212e-12	-2.49426839100511e-10	7.537079388076807e-10	-3.375222273801213e-10
997.156	6.075454607189465e-12	-2.507772537292277e-10	7.530295183543561e-10	-3.3775456276503245e-10
1002.56	5.859150605538132e-12	-2.4883656105691666e-10	7.460449121763915e-10	-3.351777141798485e-10
1007.97	6.001493818407465e-12	-2.4964545947405856e-10	7.44951182447904e-10	-3.3576257357165055e-10
1013.37	5.69920504107911e-12	-2.481995181646243e-10	7.42008383900065e-10	-3.353877196710889e-10
1018.78	5.753068905370309e-12	-2.474110689203854e-10	7.377831419432468e-10	-3.342245999754988e-10
1024.2	5.661193934987882e-12	-2.480115850106408e-10	7.382739171952354e-10	-3.344462442999597e-10
1029.61	5.7146054715918614e-12	-2.474365187827482e-10	7.360009263745903e-10	-3.335429874802685e-10
1035.02	5.760699388959222e-12	-2.4647053128826847e-10	7.316033422704041e-10	-3.3176194815721044e-10
1040.42	5.495479817526405e-12	-2.4526574973190157e-10	7.288240969464426e-10	-3.307962366683636e-10
1045.83	5.756492323162523e-12	-2.4794173145280965e-10	7.346212797325209e-10	-3.332509090054634e-10
1051.23	5.6969901170690226e-12	-2.4573918169918985e-10	7.274038053494405e-10	-3.3019498637221266e-10
1056.66	5.522684422890717e-12	-2.439564692212693e-10	7.242025466044807e-10	-3.3003576727919323e-10
1062.06	5.904763909224375e-12	-2.451507974442577e-10	7.251471782784219e-10	-3.2983920608723435e-10
1067.47	5.617912999861564e-12	-2.437786953274469e-10	7.222290932587894e-10	-3.287692465985177e-10
1072.87	5.66618018179466e-12	-2.4263614569187516e-10	7.194986113336499e-10	-3.2778401257421125e-10
1078.28	5.601971781861386e-12	-2.446408790307026e-10	7.22910661895912e-10	-3.2862006106826846e-10
1083.7	5.897208603940981e-12	-2.428684903864361e-10	7.178750017706334e-10	-3.2696630434472426e-10
1089.11	5.015807199889535e-12	-2.4081159062617574e-10	7.180934190919212e-10	-3.288527476715263e-10
